,h_post,h_post_individualized
847,0.5080952688575271,
674,0.512013089410308,
844,0.5311244418527007,
553,0.5331922830486115,
543,0.5696520428361154,
679,0.5,
571,0.5,
925,0.5,
869,0.4853484815025556,
691,0.5,
998,0.5,
756,0.5133814715767939,
805,0.5,
942,0.5157461505462829,
671,0.5294268202987179,
838,0.5,
839,0.5136875195860805,
977,0.5316819974173709,
717,0.5,
955,0.6118727607381512,
815,0.5334902098691193,
594,0.5444046623859035,
552,0.5,
599,0.5091027642882096,
551,0.5102317892852576,
924,0.549483955930595,
622,0.5,
783,0.5149161747182512,
855,0.5139958057651707,
799,0.5476681129724895,
995,0.604519739563416,
814,0.5486779029247041,
565,0.5172110533549628,
780,0.5176963654638786,
936,0.5179121322174224,
886,0.5227716721604452,
939,0.5389454460468392,
646,0.5522390088382465,
693,0.5153936512550215,
704,0.5478327172836923,
577,0.505226386278768,
649,0.479401297442906,
911,0.5,
929,0.5,
837,0.5151105568695042,
739,0.517433519337867,
561,0.5579327422089998,
749,0.5272101423426802,
961,0.5853397219673155,
588,0.5,
817,0.5484740396287862,
722,0.5,
658,0.5,
750,0.5165933385776806,
537,0.5051324019050238,
506,0.4758849007126071,
864,0.5134415053624737,
675,0.5,
670,0.5084177072053678,
764,0.5459184050379217,
560,0.5,
651,0.5185502469568669,
645,0.5,
935,0.5730075097179221,
690,0.5140276090829577,
662,0.5327235090237497,
908,0.5164338886901428,
811,0.5,
648,0.5110565098376811,
580,0.5081343742781044,
766,0.5090647802137057,
602,0.5084179199360842,
973,0.5,
857,0.52805908118334,
686,0.5,
795,0.5416456038905141,
769,0.5222139154168179,
620,0.5,
809,0.5,
893,0.5517290151480586,
851,0.5,
718,0.5,
579,0.524267652411141,
984,0.520270447123903,
950,0.5244809391224611,
848,0.5076145817401554,
879,0.5314167554077028,
623,0.5104504753267779,
974,0.5,
751,0.5464158550282044,
712,0.5,
926,0.515460407992263,
912,0.5,
818,0.5,
792,0.5152137273487171,
922,0.5243473979439044,
754,0.5439195144209571,
906,0.5313637286385176,
920,0.6224181158055565,
549,0.5,
