,h_post,h_post_individualized
1524,0.72907895,0.9598557949066162
1479,0.72907895,0.9715410470962524
1154,0.72907895,0.9538138508796692
1298,0.72907895,0.9530827403068542
1158,0.72907895,0.9577683210372925
1744,0.72907895,0.9869857430458069
1561,0.72907895,0.9491786956787109
1592,0.72907895,0.9589635133743286
1809,0.72907895,0.9590392708778381
1884,0.72907895,0.9526001214981079
1518,0.72907895,0.9556721448898315
1229,0.72907895,0.9487354755401611
1161,0.72907895,0.9595492482185364
1439,0.72907895,0.958773672580719
1204,0.72907895,0.959308922290802
1704,0.72907895,0.9587416648864746
1964,0.72907895,0.9566982984542847
1336,0.72907895,0.9472447037696838
1608,0.72907895,0.9503434896469116
1182,0.72907895,0.9791340827941895
1578,0.72907895,0.9597287774085999
1270,0.72907895,0.9544849395751953
1779,0.72907895,0.9538363218307495
1549,0.72907895,0.9588698744773865
1006,0.72907895,0.9578604102134705
1805,0.72907895,0.9473509788513184
1332,0.72907895,0.9579242467880249
1250,0.72907895,0.9562689065933228
1059,0.72907895,0.946668267250061
1084,0.72907895,0.9550919532775879
1728,0.72907895,0.9557825326919556
1042,0.72907895,0.9589012265205383
1714,0.72907895,0.9588487148284912
1065,0.72907895,0.957788348197937
1434,0.72907895,0.9590348601341248
1218,0.72907895,0.9525145292282104
1546,0.72907895,0.9671630263328552
1554,0.72907895,0.9598207473754883
1473,0.72907895,0.9539486169815063
1119,0.72907895,0.9588608145713806
1368,0.72907895,0.958249032497406
1453,0.72907895,0.9648318290710449
1947,0.72907895,0.9664547443389893
1529,0.72907895,0.9587964415550232
1034,0.72907895,0.9588119983673096
1794,0.72907895,0.9591949582099915
1781,0.72907895,0.9641868472099304
1541,0.72907895,0.9575089812278748
1742,0.72907895,0.9542686939239502
1743,0.72907895,0.9566201567649841
1978,0.72907895,0.9597928524017334
1440,0.72907895,0.9617791771888733
1449,0.72907895,0.9573698043823242
1519,0.72907895,0.9569244980812073
1883,0.72907895,0.9690901637077332
1226,0.72907895,0.9562513828277588
1306,0.72907895,0.9535735845565796
1485,0.72907895,0.9533463716506958
1212,0.72907895,0.9547579288482666
1734,0.72907895,0.9523579478263855
1693,0.72907895,0.9569035768508911
1959,0.72907895,0.9597305059432983
1257,0.72907895,0.950672447681427
1108,0.72907895,0.9781434535980225
1016,0.72907895,0.9592111110687256
1443,0.72907895,0.9580323696136475
1235,0.72907895,0.9548033475875854
1642,0.72907895,0.9560509324073792
1918,0.72907895,0.9586377739906311
1103,0.72907895,0.9429521560668945
1859,0.72907895,0.9844004511833191
1147,0.72907895,0.9630399942398071
1470,0.72907895,0.9519669413566589
1607,0.72907895,0.9593223333358765
1256,0.72907895,0.9585756659507751
1688,0.72907895,0.9593839049339294
1686,0.72907895,0.9472602605819702
1244,0.72907895,0.9547349810600281
1338,0.72907895,0.9538698196411133
1007,0.72907895,0.958025336265564
1316,0.72907895,0.9583702683448792
1980,0.72907895,0.9552943706512451
1902,0.72907895,0.95966637134552
1303,0.72907895,0.957127571105957
1238,0.72907895,0.9582955837249756
1733,0.72907895,0.9580585956573486
1272,0.72907895,0.9613450169563293
1375,0.72907895,0.962084174156189
1629,0.72907895,0.9582219123840332
1455,0.72907895,0.9686523675918579
1259,0.72907895,0.9714722037315369
1894,0.72907895,0.9593774080276489
1500,0.72907895,0.9577490091323853
1279,0.72907895,0.9545367360115051
1413,0.72907895,0.9469305872917175
1681,0.72907895,0.9601343274116516
1652,0.72907895,0.9563475251197815
1405,0.72907895,0.9564948678016663
1821,0.72907895,0.968606173992157
1961,0.72907895,0.959686279296875
