,h_post,h_post_individualized
2268,0.5036409506598907,
2485,0.5027979098562709,
2880,0.5736966772312045,
2270,0.8322445910388814,
3918,0.5638397931217164,
2478,0.5656816128795958,
3116,0.5100817559745632,
3433,0.5095457357960451,
3747,0.5424900947924287,
2980,0.5146428979281144,
3978,0.5129100304573596,
2190,0.5086205638934912,
2700,0.5107640484339437,
2866,0.5270695807436464,
3891,0.550423633734238,
3216,0.5391911480160715,
2035,0.5184615206459917,
2271,0.5136629641268546,
3367,0.5284716411894232,
2798,0.5144024212172422,
3108,0.5167156006823578,
3055,0.5001250538919622,
3489,0.5078735488505064,
2642,0.6902412042422243,
2105,0.5014326944563843,
2967,0.5049962412514536,
2950,0.5006577032376694,
2984,0.5004520551491638,
3386,0.504902776629417,
2286,0.51112361948137,
3875,0.5044691821373823,
3522,0.506219305437289,
2288,0.5014919997698958,
3920,0.5160429374394997,
3050,0.5050374827331117,
3099,0.5437193693745284,
3158,0.5707271420005944,
2620,0.5115937100166842,
2094,0.552538054597329,
2315,0.509106133095492,
3053,0.5280773361235642,
2244,0.5434538520703845,
3311,0.5819853968899259,
2989,0.5062299575698397,
3782,0.5520354879415234,
3408,0.6076258298319427,
2298,0.5058021114445482,
3694,0.5301149078274272,
2324,0.5085324351178985,
3752,0.5034667403622795,
3595,0.5661572976110414,
2580,0.5154430690818845,
3474,0.5188443670073162,
3812,0.5001712387528763,
2912,0.5727157152745549,
2610,0.5503351614007669,
2921,0.5683556566995941,
3573,0.5030326864044998,
3561,0.5289435391438148,
3413,0.503820151845126,
3298,0.5318379605619814,
3382,0.5254917466743002,
2139,0.5040465249318318,
2062,0.5129892597675645,
2303,0.5052918924252455,
2311,0.5074480378924835,
2063,0.521657180988508,
2458,0.5212764691270473,
2013,0.6745400663125974,
3771,0.5012250761471574,
2847,0.5099532099555715,
3723,0.5076193873692703,
3699,0.5082269953607472,
3746,0.5328874902133875,
2236,0.5187168556696632,
3056,0.5012187386322012,
3258,0.5167575731202512,
2370,0.6366597952417954,
3279,0.5147546076854584,
3842,0.5101395996216279,
3113,0.5893261399645097,
2725,0.510553323506604,
2041,0.5103366954136255,
3755,0.5474231657713335,
3910,0.5018266177870694,
3073,0.5239982429398935,
3683,0.515337691553845,
2294,0.5110328676063238,
2528,0.5686914517361505,
2524,0.5043406492294598,
2274,0.5050966175388002,
2464,0.5630048099222431,
2177,0.5160092331077896,
3558,0.5105579380974063,
2437,0.5613275773094645,
3017,0.5027581908866767,
3325,0.548002878749456,
3368,0.5423569839475239,
3175,0.5183407780470871,
3821,0.624566716951939,
2949,0.5471926395053412,
3956,0.5176149090426562,
2198,0.5119465333370362,
2233,0.5493994669658445,
3140,0.571122305600754,
3304,0.521951944199421,
3419,0.5011263704433118,
2281,0.5158610979838202,
3775,0.5005933450971359,
3766,0.509311652085963,
2888,0.5478835349798179,
3582,0.54540412428227,
2568,0.5092295306503344,
3513,0.5012235558242485,
2417,0.5774025747587531,
2802,0.5132721252755357,
2203,0.5672173074816277,
2200,0.5172758057860484,
2340,0.8388669258750466,
3146,0.5022444359184585,
3467,0.5246633859280232,
3825,0.6000255340917813,
2367,0.5051492721791255,
2803,0.5834731019771049,
3074,0.5403816787360806,
2211,0.5052836939341288,
3707,0.5289487412447963,
2611,0.5565602038593385,
2017,0.5045831054732672,
2758,0.5083105110895914,
3748,0.5239192912498887,
2558,0.5809776514135886,
2810,0.5328824995532567,
2740,0.5327805649047788,
2103,0.5288936616123732,
3435,0.5370065903513089,
2111,0.5236284955933359,
2893,0.5378036610137813,
2966,0.5025185478742796,
2361,0.5355199310100176,
2948,0.5097333189532698,
2720,0.5928331350459207,
3750,0.6718222731471697,
2030,0.5232140945088325,
3633,0.5390557961455615,
3240,0.5041430290078408,
2056,0.5277886486147538,
2155,0.5120060028997635,
3318,0.5071958658880363,
2858,0.5922308137487612,
2605,0.5017917971920163,
3488,0.5040484351928269,
2876,0.5243244762451479,
2604,0.5052733762361085,
2707,0.5453098324329099,
2533,0.5013118591164548,
3270,0.5162398381849471,
2733,0.5831269471393594,
2618,0.5199416221131631,
3253,0.5189850361225357,
3916,0.5068899115697513,
3684,0.5127471212115992,
3448,0.6902883419397103,
3715,0.5883660075078506,
2317,0.5005306874752217,
3980,0.5133699032021202,
3401,0.5797205648372096,
3557,0.5415090816028234,
3358,0.5164617063528126,
2925,0.5159965610623304,
2734,0.5978526246114303,
2159,0.505780186126574,
2206,0.5112407637737975,
3342,0.5146814327025436,
3028,0.5035051139318815,
2510,0.5203475138197972,
3266,0.5910124014675692,
2470,0.5764921761464105,
3180,0.5017604085870259,
2578,0.5340538832839958,
2629,0.5016112778367123,
2606,0.5189049537433922,
2245,0.519847960476432,
3564,0.6390360410460694,
3130,0.5727721766226763,
2645,0.5032975039042581,
3764,0.5441164737287718,
3760,0.54872396701172,
3261,0.5735507462902412,
2782,0.5064771314791264,
2225,0.5377309058956568,
2914,0.6137820263750114,
3650,0.5481951043255194,
2432,0.5024764637269592,
2872,0.5110110935992274,
3574,0.656300547270277,
3850,0.5729948962398003,
3791,0.5012702921939894,
3469,0.509799468650899,
3704,0.5969604644911446,
