,h_post,h_post_individualized
3311,0.5161981899840965,
3278,0.5219201584750823,
3586,0.511125418393566,
3462,0.5248900005026682,
2834,0.5073303718916472,
2730,0.5024572412164564,
2623,0.5134299535410927,
3737,0.526153618348663,
3927,0.519766869562429,
2193,0.5505330375160015,
3767,0.5498283103231654,
3808,0.5117100144812519,
2179,0.5088927710767166,
2026,0.5206747953598739,
3715,0.5090448802316232,
3522,0.522505340371148,
3180,0.5135509525889999,
2223,0.5214429375968751,
3229,0.5274253214697384,
2454,0.5106911992452027,
3919,0.52211349874881,
3027,0.5380283749593078,
2507,0.5224063093132476,
2407,0.52326070575211,
2261,0.5195267120198542,
2483,0.5229819086441988,
3818,0.5159677718567682,
3596,0.51330659003075,
2564,0.5159493695730564,
3703,0.5215263422515062,
3098,0.5155368318431895,
2143,0.5078577178156201,
3106,0.5004364593781702,
2665,0.5051154451067048,
3634,0.5120255048957285,
3498,0.5081272541051352,
3626,0.5041659056062653,
2576,0.5312996314049264,
3549,0.5171839196917416,
2590,0.5038490906588121,
2999,0.516914183050881,
3891,0.5182321311874096,
2748,0.524169188570691,
2032,0.5115291322926555,
3163,0.5172463651362805,
3138,0.510847199213038,
2908,0.5201363324104912,
2814,0.533110453088608,
3295,0.5058688677524589,
3435,0.5061382860161447,
3263,0.5169757931330048,
2932,0.5026987017381753,
2165,0.5130756384325565,
3659,0.5039168330796827,
2530,0.5189295445173798,
3448,0.5057405747164196,
3061,0.524956556417373,
3576,0.5192986674809212,
2076,0.5153918080928601,
3913,0.5067912288714307,
2378,0.5169033396301586,
2798,0.517337162624666,
2741,0.5074234584882893,
3115,0.5097019536371139,
3497,0.5181635749714856,
3196,0.5140467435202088,
2692,0.5025429395480048,
2883,0.5114371179672883,
2305,0.5071007688306834,
2795,0.5052355071701923,
3255,0.5094906594806511,
2503,0.5391813486810265,
3507,0.5130053942114778,
3412,0.5130070473180971,
2158,0.5092978506387132,
3926,0.5001539253925781,
3938,0.522553711769673,
3022,0.5464043912739973,
2330,0.504724949555878,
3590,0.5140724413542381,
2023,0.5254870629914786,
2502,0.5026920894355791,
3075,0.507072385735584,
3391,0.5176012319987973,
2520,0.5038412478012421,
2040,0.5145137229637557,
2128,0.5021369938589145,
3643,0.5135284627122791,
2787,0.5159774413922353,
3612,0.5066989619733999,
3358,0.5211619375089692,
3680,0.5085355489188647,
2763,0.5323553894200868,
3158,0.5023768647727358,
2521,0.521899196479871,
3370,0.5033547400609937,
3052,0.5016617843489035,
3194,0.5306375736677282,
2148,0.5242151474162783,
3354,0.5284688157733843,
3960,0.5038827532532029,
2889,0.5250647591980174,
2175,0.5144514124054815,
2095,0.5026861140943412,
2799,0.520948209018098,
3757,0.5090675925608071,
3286,0.5196301561471437,
2782,0.5091467872546462,
2460,0.5100761679720701,
2146,0.5211776355782881,
3983,0.5045335493176482,
3530,0.511948113308571,
2554,0.5018963133541203,
2474,0.5241335054946065,
3528,0.5066268413990722,
2872,0.5138676645050646,
2256,0.5174523672205226,
3212,0.5054913401149173,
2892,0.5132902009678175,
2506,0.5228658734823032,
3505,0.5185890069354492,
2923,0.5191405982787715,
2294,0.5231749278993816,
2151,0.507559059757569,
2015,0.5296918523926157,
2600,0.5367435988788339,
3738,0.5160516422922051,
2094,0.5214010109330395,
2568,0.518204903763779,
2610,0.50868882709042,
3645,0.5181484652766533,
2492,0.5108105093929444,
2462,0.5019225195304772,
3164,0.5231089645663699,
2698,0.5436364591820225,
2559,0.5082693979741623,
2444,0.525209464757866,
3616,0.5200060483133854,
3185,0.509934167355558,
3017,0.5065682112690071,
2292,0.5161892672969446,
3955,0.5200711596486167,
3280,0.5229493109702696,
3277,0.5131558598404162,
3690,0.5049792831751896,
3032,0.5430558144925532,
3900,0.5017605917341306,
2438,0.5198021118691665,
2894,0.5108610013461852,
2649,0.5083098796020261,
3294,0.5042504314225976,
3561,0.5116485452222793,
3688,0.506301224284241,
3574,0.5127981350753515,
3438,0.520401863494534,
3015,0.5056467474187828,
3787,0.5240205470857952,
3802,0.5032424208899026,
3007,0.5409358372834535,
2164,0.5189295528599667,
3451,0.5000553732853813,
2522,0.5206195064058482,
3581,0.5279655596396102,
2429,0.511990609938236,
3944,0.5082094228100196,
2350,0.5001791914395312,
2994,0.5050597533372324,
2563,0.5085946312537685,
3224,0.5092293249246295,
3482,0.521023761453954,
2896,0.5218102811158084,
3113,0.5211010212500307,
3899,0.5032631506492684,
3800,0.5040385228458091,
3662,0.5139696082090585,
3474,0.5128344829414584,
2001,0.5271824079314363,
3236,0.501476421778358,
3765,0.5187303054259446,
3369,0.5040252980704093,
2993,0.519358167632494,
2882,0.5196983888237751,
3351,0.5129925103032704,
2427,0.5100662978247471,
3754,0.5088919193288886,
2863,0.5188858030224144,
3963,0.5060430119932023,
3183,0.5159484242557068,
2061,0.5059995916310243,
3182,0.5152049404605087,
2336,0.5018426654533695,
3153,0.5061626697937331,
3924,0.5215006788604677,
3648,0.5138662139427828,
3770,0.5272588215658996,
2163,0.5234870095855058,
3822,0.5040983885019047,
2857,0.5146957836319086,
3446,0.5329252391075672,
2216,0.5218485576988817,
